patient_id,radio_dim_0,radio_dim_1,radio_dim_2,radio_dim_3,radio_dim_4,radio_dim_5,radio_dim_6,radio_dim_7,radio_dim_8,radio_dim_9,radio_dim_10,radio_dim_11,radio_dim_12,radio_dim_13,radio_dim_14,radio_dim_15,radio_dim_16,radio_dim_17,radio_dim_18,radio_dim_19,radio_dim_20,radio_dim_21,radio_dim_22,radio_dim_23,radio_dim_24,radio_dim_25,radio_dim_26,radio_dim_27,radio_dim_28,radio_dim_29,radio_dim_30,radio_dim_31,radio_dim_32,radio_dim_33,radio_dim_34,radio_dim_35,radio_dim_36,radio_dim_37,radio_dim_38,radio_dim_39,radio_dim_40,radio_dim_41,radio_dim_42,radio_dim_43,radio_dim_44,radio_dim_45,radio_dim_46,radio_dim_47,radio_dim_48,radio_dim_49,radio_dim_50,radio_dim_51,radio_dim_52,radio_dim_53,radio_dim_54,radio_dim_55,radio_dim_56,radio_dim_57,radio_dim_58,radio_dim_59,radio_dim_60,radio_dim_61,radio_dim_62,radio_dim_63,radio_dim_64,radio_dim_65,radio_dim_66,radio_dim_67,radio_dim_68,radio_dim_69,radio_dim_70,radio_dim_71,radio_dim_72,radio_dim_73,radio_dim_74,radio_dim_75,radio_dim_76,radio_dim_77,radio_dim_78,radio_dim_79,radio_dim_80,radio_dim_81,radio_dim_82,radio_dim_83,radio_dim_84,radio_dim_85,radio_dim_86,radio_dim_87,radio_dim_88,radio_dim_89,radio_dim_90,radio_dim_91,radio_dim_92,radio_dim_93,radio_dim_94,radio_dim_95,radio_dim_96,radio_dim_97,radio_dim_98,radio_dim_99,radio_dim_100,radio_dim_101,radio_dim_102,radio_dim_103,radio_dim_104,radio_dim_105,radio_dim_106,radio_dim_107,radio_dim_108,radio_dim_109,radio_dim_110,radio_dim_111,radio_dim_112,radio_dim_113,radio_dim_114,radio_dim_115,radio_dim_116,radio_dim_117,radio_dim_118,radio_dim_119,radio_dim_120,radio_dim_121,radio_dim_122,radio_dim_123,radio_dim_124,radio_dim_125,radio_dim_126,radio_dim_127
LUNG1-323,-0.0006999094,-0.022881594,0.037881065,0.035899416,0.05842085,-0.037262194,-0.01370509,-0.1489528,0.032242574,0.2392911,0.111019716,0.052225962,-0.25022066,-0.06576982,-0.06338635,0.044284366,-0.070697546,0.025472011,0.045254733,-0.004233148,-0.0048897564,0.13452788,0.091503404,0.026034083,0.07247191,0.053045604,0.019406147,-0.08425289,-0.030006979,0.0412075,0.022044044,-0.15727398,0.10812383,0.06800342,-0.055831447,-0.016529232,0.001354374,-0.04224111,-0.02514957,0.10287083,-0.10758883,-0.120285355,-0.06827075,-0.041200623,-0.030687202,-0.105663195,-0.029452149,0.22905433,-0.08373494,0.07232246,0.16462365,0.01429978,0.11402461,-0.10693564,-0.03231094,0.028044164,0.09912503,0.019418813,-0.040012922,0.13241705,-0.08561104,0.029431995,0.015773658,-0.09544033,0.10810017,0.028163692,-0.0284084,0.09919696,-0.066263676,0.1903736,-0.09681074,0.22127211,-0.013123866,0.048293695,-0.029801853,-0.09441587,0.06468598,-0.032775126,0.16695592,-0.030093193,0.047396142,0.14469941,-0.07484984,0.07618485,0.11943153,-0.14467779,-0.08499677,-0.03606738,0.113970555,-0.29393768,0.18488699,0.02547177,0.09708583,-0.092223056,0.048519507,-0.1599735,-0.0022723535,0.011895094,0.12170261,0.12161444,0.06344759,-0.07062841,-0.052433923,0.10883297,0.22537985,-0.023537595,0.11183421,0.017271344,-0.11672678,0.23563921,-0.1616038,-0.07554835,0.10535464,0.0998935,0.06472883,-0.042117834,-0.17783053,0.062400103,-0.09161759,0.11170685,0.044466652,0.06995964,-0.03095096,-0.052288577,0.025627524,-0.00088048726,0.18435854,-0.06340706
LUNG1-324,0.04878994,-0.09237828,-0.06513178,0.055704325,0.21354268,-0.22320735,0.047788925,-0.20067765,0.09047777,0.23837298,0.22691134,0.03766027,-0.36247805,-0.06593724,-0.050182052,-0.10073488,-0.10765095,-0.12603554,0.09085059,0.039243437,-0.030558534,0.27583486,0.2265996,0.13565628,0.15437114,0.17052746,0.044549722,-0.1430988,-0.065802656,0.14422196,0.061814196,-0.15092671,0.06504461,0.004904762,0.023014262,-0.07105946,0.10517833,0.054448113,-0.086497456,0.11127597,-0.20882617,-0.06587905,0.09487677,0.05418183,0.0027764272,-0.271865,-0.017082173,0.2874734,-0.07491836,0.14181429,0.105719686,-0.073451094,0.10434775,-0.20956546,0.0052965805,0.110842034,0.13237563,0.014481068,0.067386895,0.0073925406,-0.036897834,-0.14762932,-0.096470796,-0.06218002,0.0946051,-0.04039903,0.013888083,0.1052692,-0.054748885,0.159203,-0.2052423,0.21732199,0.10937099,0.10819323,0.078028716,-0.09098832,0.095792316,-0.05388756,0.11106865,-0.082697235,0.009947836,0.18012922,0.04947236,0.1188333,0.14892738,-0.30212355,0.0071578473,-0.025245689,0.07933724,-0.28391162,0.1446256,0.1086947,0.12552114,-0.095103875,0.055374708,-0.07946457,-0.12375385,-0.023839189,0.143227,0.13899456,0.09834447,-0.12863705,-0.09867924,0.17249875,0.20126949,-0.12068551,0.16835804,-0.026261266,-0.22209232,0.11642188,-0.057332594,-0.110577345,0.1255717,0.22745284,0.026865274,-0.16467378,-0.1339873,-0.008705005,-0.019386325,0.110883646,0.027494946,0.1359745,-0.18785885,-0.052280955,-0.094332136,-0.03164757,0.19814327,0.06020055
LUNG1-325,0.016819805,-0.08598786,0.06810202,0.017502293,0.14573695,-0.15713936,-0.0007557273,-0.15312618,0.05094152,0.11706257,0.11797921,0.07316515,-0.3011121,-0.090291224,-0.1938439,0.08518888,-0.10159569,-0.016008891,0.024093464,-0.0071621835,-0.044549856,0.13109976,0.16788274,0.0073513594,0.09005508,0.09316082,-0.04629896,-0.10324646,-0.032846455,0.104897074,0.104605526,-0.16366181,0.08175393,0.08146158,-0.016351081,-0.030856691,-0.016192473,0.013441832,-0.013739048,0.060744893,-0.10114969,-0.06426767,0.024648681,0.05814404,0.024748284,-0.19343534,-0.01099381,0.21492597,-0.01182998,0.05153638,0.16845158,0.036972612,0.18459946,-0.093876265,-0.07298979,0.042645916,0.16567746,0.086296685,-0.013855141,0.08236037,-0.041726332,-0.008486185,-0.062386334,-0.12354566,0.06984724,0.0008024387,0.104735285,0.115470484,-0.0980522,0.10617055,-0.21248636,0.20490229,0.082111984,0.114355154,0.1248381,-0.020389013,0.09347267,0.01998845,0.16573241,-0.07889719,0.044376075,0.18396306,-0.01908242,0.074811086,0.08198768,-0.21551156,-0.048585165,-0.111008085,0.07400596,-0.4150864,0.24869215,0.02239164,0.11521939,-0.009093054,0.051677488,-0.16081923,0.012721678,0.030341957,0.13775736,0.095498264,0.057277855,-0.073925085,-0.106788,0.14761147,0.1854063,-0.09116556,0.18423995,0.015949596,-0.1380306,0.23146799,-0.014726251,-0.04968845,0.09550135,0.045173287,0.14396095,-0.08768924,-0.10824755,0.03539158,-0.08759935,0.20242888,0.011124741,0.046158865,-0.103057005,-0.11255123,-0.0920556,-0.0066040754,0.20104352,0.024244867
LUNG1-326,-0.001224976,0.0077727083,-0.06576255,-0.12085117,0.21419214,-0.17378598,0.015034966,-0.17661446,0.18699238,0.18679011,-0.033794105,0.038111202,-0.19160116,-0.15210986,-0.19573541,0.13169682,-0.1685558,-0.060667515,0.07610993,-0.16741374,0.079838544,0.08128531,0.1364376,0.05120433,0.1169966,0.21475294,-0.1384347,-0.25875667,0.001423493,0.10597227,-0.029467236,-0.00977473,0.15732573,0.048759013,-0.06849429,-0.10733915,0.1018527,0.04384175,0.07638659,-0.042886965,-0.0852721,0.06589226,0.013016101,0.024976991,0.07314154,-0.15442611,-0.1461776,0.28390384,-0.07301699,0.15705417,-0.08267409,0.04752016,0.22969061,-0.17527854,-0.15638645,-0.04194601,0.10874969,0.04840395,0.02532665,0.039567545,-0.13627216,-0.19019571,-0.003709606,0.007602297,0.10628875,0.10433974,0.16187257,0.12262225,-0.14720121,0.24886203,-0.15454,0.2022067,0.062135052,0.0053147282,0.031952433,-0.19358227,0.124924965,0.06503663,-0.012670943,-0.106436215,0.10867735,0.26625758,-0.01647596,0.16820629,0.118920736,-0.2275225,0.002494745,-0.14188054,0.050837327,-0.31270528,-0.0013407841,0.120469026,0.1455845,0.002532974,0.021676559,-0.080533564,0.050735667,-0.0031152777,0.15556076,0.06870303,-0.117591165,-0.004041169,-0.117646195,0.080153696,0.16068858,-0.062281407,0.13094264,0.041413408,-0.19334573,0.22647363,0.060392775,-0.0055668317,0.079785615,0.26027545,0.042835608,0.02573527,-0.08771441,-0.026626803,0.10185942,0.09946035,0.06912484,-0.037488088,-0.15544379,0.0068455134,-0.14084235,-0.07771275,0.09548391,-0.09494292
LUNG1-327,0.0034100767,-0.21886092,-0.0028913692,0.067018025,0.27403453,-0.23002955,-0.031241782,-0.25723282,0.14532518,0.15509254,0.25801608,0.1908931,-0.3426006,-0.15348098,-0.22110642,0.09922396,-0.2122421,-0.19056247,0.03541988,-0.18572375,0.019054405,0.24520543,0.30385268,0.12912549,0.12950051,0.27238208,-0.04475835,-0.24499905,-0.020016432,0.1443283,0.15210941,-0.15965363,0.04901841,0.018710587,0.029721648,-0.091444395,0.2284187,0.029362023,-0.06855044,0.1552617,-0.18892051,0.08428038,0.04146424,0.062333584,0.020930879,-0.48443985,-0.10642201,0.31935686,-0.03330419,-0.026646852,0.23506135,-0.029246628,0.2635394,-0.13579878,-0.055353194,0.069265455,0.2205694,0.002433814,0.080066755,0.04332979,-0.24461946,-0.13466442,-0.13258801,-0.14809044,0.00027943496,-0.02327158,0.08530499,0.098241925,-0.024191096,0.22546548,-0.35409418,0.3347104,0.1587256,0.08808519,0.22616774,-0.08575885,0.024151655,0.005554975,0.048385896,-0.059089452,-0.05371333,0.24017294,0.019314192,0.12597844,0.22325316,-0.34371454,0.007782124,-0.14997295,0.07060123,-0.439947,0.27986914,0.1569446,0.15699199,-0.012801871,-0.001430383,-0.22365516,-0.020994313,0.07237801,0.05199496,0.12248071,0.10236928,-0.09604606,-0.21755835,0.09218045,0.19244197,-0.17106888,0.24948603,0.01136357,-0.11529796,0.27264753,0.028373785,-0.23701872,0.032875206,0.17070842,0.13095699,-0.15854122,-0.15282877,-0.1398718,0.09290249,0.24446094,0.20158261,0.08980636,-0.30433357,-0.20362511,-0.13170494,0.004244752,0.31129065,0.107045166
LUNG1-328,-0.0026726164,0.016755547,0.11648013,-0.069402106,0.29003936,-0.08643692,-0.02914022,-0.22011754,-0.04895693,0.14934354,0.040794082,0.13785537,-0.32783505,-0.1379875,-0.22667392,0.05674204,-0.0061477046,-0.052632444,0.11439582,-0.044530373,-0.010215791,0.06613478,0.43083233,-0.02800366,0.1422157,0.0063855127,-0.06539078,-0.2621515,-0.090505704,0.23183039,0.042258177,-0.14701852,0.18331972,0.2061041,-0.02198524,-0.091422506,-0.047871225,0.05092806,0.11014559,0.064174145,-0.13498448,-0.13080831,0.019081533,0.23446155,0.13196105,-0.26156855,-0.04723355,0.23925212,0.040086783,0.15307337,-0.04673694,-0.0012052096,0.1980167,-0.026786044,-0.13480788,0.2097588,0.23537019,0.29245156,0.047825973,-0.13091499,-0.023886584,-0.021321807,-0.11244514,-0.10200871,0.10372471,0.06596431,0.19866669,0.21400857,-0.3128485,0.0363521,-0.31842062,0.28020367,0.04764391,0.1300076,0.30444306,0.052628838,0.112186156,0.022166524,0.33467358,-0.009848237,0.04423789,0.24062398,-0.0029930323,0.088341214,0.09397916,-0.336084,-0.13448423,-0.15511903,0.18678883,-0.53672385,0.17769167,-0.28700778,0.12179522,0.050751343,-0.08691834,-0.059934217,0.104243994,0.09076283,0.27149475,0.1592933,0.07306053,-0.13741419,-0.16622949,0.20140299,0.22998291,-0.081058934,0.13897471,0.0027521886,-0.091309056,0.28294384,0.0039817244,0.11300391,0.14864728,0.123984315,0.17192355,-0.19939396,-0.063106574,0.109493196,-0.24674973,0.27802998,-0.13048112,0.05250661,-0.13500202,-0.073565,-0.2491653,-0.08757404,0.17913619,-0.05861579
LUNG1-329,0.022481285,0.03016333,-0.10454275,-0.03970296,0.06469541,-0.07304166,-0.055125333,-0.20505875,0.023549326,0.06906234,0.07343328,-0.04758579,-0.08513755,0.0013816394,-0.11201759,0.008912639,0.070102066,-0.101626344,0.05556381,-0.1234248,-0.15506074,0.049599238,0.14910275,-0.051205292,0.038279478,0.107480094,-0.17704062,0.0022185966,-0.06231928,0.05041326,-0.01473029,-0.06513487,0.07363937,0.083618626,-0.058744747,-0.05461026,-0.07610014,0.02629553,0.086739965,-0.004594328,-0.05806896,0.028006457,0.06349869,0.11694265,0.03676561,-0.01321598,0.034525074,0.13690795,-0.09869869,0.059879396,-0.009692274,0.0037620105,0.084761664,-0.059965998,-0.0014664251,-0.057948392,0.16059034,-0.02692809,0.023488168,0.13190159,-0.11101625,-0.05299034,-0.15802991,-0.12361781,0.027072273,-0.014244478,0.00054751337,0.22939292,-0.081928685,0.15227859,-0.137819,0.23817748,0.04137488,0.08638305,0.17099062,-0.04229489,-0.03503712,0.01106177,0.03030609,0.07778433,0.026034858,0.09190046,-0.049885374,-0.027964108,0.07798557,-0.081559196,-0.15256014,-0.040177956,0.12480131,-0.089166865,0.10980146,-0.01811621,0.06190204,-0.1326258,-0.022674348,-0.102530904,0.02942539,0.035253923,-0.033184815,0.06949427,-0.0193891,-0.07916835,0.085071325,0.024517685,0.039066147,-0.03416442,0.0069018863,-0.086249635,-0.05762945,0.043182038,-0.12811643,-0.07760312,-0.032735944,0.12822288,0.0167199,-0.17020631,-0.009936273,0.02212473,0.06615729,0.08363952,0.089174494,-0.117129825,-0.03345356,-0.07156071,-0.040781066,-0.0022397563,0.08615671,-0.17067485
LUNG1-330,-0.00062957034,-0.09987327,0.04912704,0.025188353,0.13086258,-0.15138252,-0.019587263,-0.116502225,0.11194134,0.1782749,0.18820131,0.058139086,-0.3056926,-0.049949206,-0.10864059,0.0037840435,-0.03631401,0.045494646,0.051091604,0.0063905343,-0.05177072,0.17544636,0.07263858,0.010608988,0.09099265,0.08424637,0.0592073,-0.1523554,0.014736667,0.04434111,0.09385456,-0.18966526,0.1244352,0.028679546,0.028891936,-0.025391944,0.07006547,-0.05600731,-0.00877881,0.06618794,-0.046737712,-0.091763966,-0.05315424,-0.0074819075,-0.035129488,-0.15741704,0.018781152,0.33003294,-0.09619635,-0.0050301254,0.22821575,0.0128304735,0.17879269,-0.09027207,-0.027298613,0.05132232,0.1294903,0.0076141395,-0.045081854,0.18158624,-0.12953848,-0.061380833,-0.01753278,-0.09539166,0.053302005,-0.00639309,-0.010726348,0.08580872,-0.028669924,0.19301662,-0.15717597,0.2533144,0.08285144,0.052837834,0.008800022,-0.0608451,0.11097254,0.012038637,0.110920295,-0.05297104,0.12969585,0.21384357,-0.11304698,0.073070906,0.083094,-0.17950685,-0.040300358,-0.08854405,0.076316684,-0.35222694,0.20164928,0.11349393,0.09436124,-0.12597091,0.12047986,-0.21188128,-0.01294872,0.072490364,0.086121604,0.13047269,0.09734536,-0.08440773,-0.08070332,0.08184131,0.1483287,-0.01872984,0.19726121,0.03647049,-0.13091402,0.24767339,-0.1519079,-0.105884805,0.09627165,0.20169303,0.11971385,0.00068350136,-0.22399156,0.097385556,-0.048128225,0.11793974,0.05070065,0.033894397,-0.025353637,-0.12613712,-0.018249385,0.0030695945,0.30592135,-0.04501939
LUNG1-331,-0.029661084,-0.08702497,0.018723246,-0.025835037,0.08595616,-0.08121224,-0.010966398,-0.075097434,0.115865454,0.18908173,0.15384293,0.12188108,-0.22216317,-0.06488496,-0.051125824,0.036163833,-0.06307122,-0.05001635,-0.0202211,-0.10037598,-0.034784175,0.17626914,0.08289461,0.028032755,-0.0026920587,0.09764465,0.0074927174,-0.07350921,-0.032360494,0.075975604,0.07855326,-0.09584557,0.13629279,-0.027286038,-0.018665133,-0.058126613,0.13672614,0.09544096,-0.037036534,0.10416456,-0.09837767,-0.005730711,-0.058897223,-0.06284639,-0.09242641,-0.14902265,-0.08532081,0.25761387,-0.027001675,0.0845484,0.20223925,0.05909768,0.11569176,-0.13776475,-0.055451773,-0.016942777,0.103600204,-0.07405749,0.07060869,0.1175628,-0.17268431,0.033910856,-0.0012833455,-0.17937168,0.0377741,-0.0293678,-0.045678757,0.100159466,-0.12874606,0.18931171,-0.1709291,0.23670396,0.038491067,0.029486414,0.07609314,-0.11265501,0.052462414,0.058917988,0.09083408,-0.015581502,-0.012403756,0.24280661,-0.070555255,0.2192558,0.15285774,-0.20112805,-0.019554846,-0.039350808,0.0057973117,-0.28094038,0.17239615,0.070667095,0.1452178,-0.07936775,-0.0120521635,-0.17902875,0.035357818,0.018278364,0.112862155,0.08942171,0.022665275,-0.05635929,-0.071936,0.055954315,0.15254956,0.0017029867,0.12950808,0.008389082,-0.09022868,0.26846185,-0.12172021,-0.1840227,0.039524898,0.2093901,-0.009179626,-0.075244404,-0.22243012,-0.02296976,-0.012543764,0.076987594,0.08134245,0.09300594,-0.19163068,-0.18706082,-0.05998958,-0.057038553,0.17462705,0.05789838
LUNG1-332,0.05790981,0.03139099,-0.08861318,-0.00036381185,0.07479863,-0.08160155,-0.09566677,-0.18010336,0.03548854,0.09606014,0.04972094,-0.053096488,-0.108382784,-0.065916106,-0.13076839,0.05139726,0.04291016,-0.11265792,0.048476502,-0.161116,-0.1465515,0.0031149685,0.11916952,-0.054916024,0.05440007,0.070917755,-0.14207561,-0.044226296,-0.08243657,0.07644479,-0.010942798,-0.07392294,0.0847782,0.053422086,-0.044126447,-0.026491322,-0.0873644,0.0017248988,0.01817108,0.017056951,-0.0834517,0.030288719,0.034228057,0.11618494,0.03777103,-0.029122755,0.026263513,0.17834756,-0.0977516,0.058168504,0.011150137,0.010154873,0.10045314,-0.10520992,-0.028276194,-0.03266883,0.13332818,0.0013272464,-0.010387372,0.13834998,-0.12091297,-0.01174644,-0.1302592,-0.13412377,0.06553302,-0.02031511,0.001579579,0.21125835,-0.07490015,0.14104733,-0.117927946,0.2763968,0.044083294,0.12824214,0.14277197,-0.03650471,-0.016063951,-0.0002022062,0.08442057,0.09754875,0.043771774,0.13354836,-0.020452537,-0.023133703,0.05193643,-0.12636241,-0.11002625,-0.05099306,0.08409394,-0.16733532,0.083952524,0.0025769882,0.06950595,-0.09475882,-0.055974185,-0.13976362,0.028135799,0.0048398003,-0.008072581,0.03179334,-0.028251085,-0.11702092,0.050027125,0.06263599,0.03451419,-0.06901772,-0.0006134212,-0.024324138,-0.10550922,0.06073152,-0.08657189,-0.05204394,-0.040141985,0.13827702,0.019542968,-0.12165428,-0.03032706,0.031049594,0.032546416,0.046833504,0.035314444,-0.04611659,-0.07857524,-0.10745639,-0.044371232,-0.0072327256,0.049016573,-0.1456941
LUNG1-333,0.1675503,0.060084045,-0.0019853693,-0.18557215,0.26771644,-0.217897,-0.017337874,-0.3512875,0.07791835,0.3528069,0.081084535,0.040726922,-0.44960865,-0.19576645,0.01639609,-0.15589729,-0.05043181,0.10716628,0.115976155,0.05227729,-0.00979468,0.34163323,0.31617713,0.049930558,0.16630076,0.037266497,-0.12045094,-0.25605324,-0.037080258,0.19107902,-0.19512925,-0.1502555,0.19644818,0.16214964,-0.060135625,-0.078702904,-0.007906936,-0.13143826,-0.031165134,0.21443883,-0.20372601,-0.1397996,-0.038357314,0.033851117,0.13076323,-0.15683782,-0.021132097,0.38867342,-0.06282031,0.2588957,0.024111036,-0.114095025,0.13326773,-0.13577816,-0.052329548,0.22206427,0.1354654,0.18015769,0.059705507,0.16612214,0.023480168,-0.012154337,0.004650724,-0.011517122,0.2568085,0.109424196,0.042645633,0.15974256,-0.20200484,0.33662674,-0.15916792,0.25009617,0.08002503,0.073864006,0.01886059,-0.1479314,-0.01855858,-0.057782654,0.2568123,-0.020792738,0.03558607,0.25331217,0.0029569045,0.072803125,0.18030012,-0.39696193,-0.1843011,-0.0324208,0.263314,-0.35029304,0.20971566,-0.026376735,-0.06315187,-0.1932441,-0.060599312,-0.08264278,-0.08526783,-0.039514154,0.23607297,0.23656324,0.054082435,-0.16987702,-0.064467534,0.17847519,0.28871927,-0.051344663,0.008721221,-0.0014929734,-0.27402914,0.25430948,-0.14861208,0.07182644,0.13923879,0.303872,0.09058425,-0.14345635,-0.06795404,0.09212787,-0.19269548,0.14874695,-0.10254771,0.11155304,0.07720682,0.1111753,0.014356032,-0.08223405,0.23938274,-0.19717963
LUNG1-334,0.021858316,0.07261316,-0.020329334,-0.045468546,0.085773736,-0.019948829,0.059167065,-0.1305841,0.09125677,0.050799906,0.05102607,-0.043647163,-0.16064376,-0.04390513,-0.07788875,-0.06942626,0.0069950894,-0.043441035,0.065995365,-0.1199701,-0.12683627,0.060321853,0.06191961,-0.0037252307,0.0067231134,0.0749541,-0.048471514,-0.0073011965,-0.040631983,0.02168243,-0.0181328,-0.02501081,0.08709953,0.049399927,0.003070008,-0.03796509,-0.038225036,0.0026587136,0.044498477,-0.02233753,-0.08793921,-0.053178113,0.030030169,0.008788658,0.012962852,0.004398793,-0.013997715,0.159261,-0.09627369,0.08206098,0.00047941506,-0.00046166778,0.046338547,-0.13271293,-0.039612744,0.0199022,0.10284853,-0.009898607,0.009779882,0.09613178,-0.022107065,0.03712392,-0.057377204,-0.12551716,0.025031485,0.10019024,-0.026892275,0.077256486,-0.112005755,0.17215347,-0.07350828,0.1878324,0.034755033,0.088513345,0.04129018,-0.074003644,0.020747647,0.026642466,0.06532407,0.028652862,0.09777215,0.07618521,-0.05125968,0.06375723,0.076646805,-0.13353074,-0.12150903,-0.048554894,0.08002907,-0.1369412,0.14284343,0.072735846,0.09387765,-0.11675307,0.049771093,-0.08899178,-0.03007931,-0.077035114,0.043830942,0.069130026,0.0033047278,-0.035875045,0.033802193,0.12353158,0.047155354,0.046581395,0.025185116,-0.087849796,-0.1452926,0.096529566,-0.094550155,-0.07264765,0.0041182786,0.15942752,-0.038435023,-0.06083218,-0.062495798,0.088449754,0.06364787,0.12313846,0.01577196,-0.057246402,-0.013063077,-0.07551707,-0.052034657,0.021871518,0.037313372,-0.12739363
LUNG1-335,0.09759581,-0.07194971,-0.044567093,-0.04772506,0.068716206,-0.12104647,0.017193634,-0.057273936,0.031858053,0.10339204,0.13457757,0.09254983,-0.3582505,-0.13343981,-0.027388964,-0.19011977,0.070728734,0.06270798,-0.06871599,0.04250914,-0.12941614,0.24443355,0.0035371073,-0.11978211,-0.023350678,0.006935861,-0.01214071,-0.08537776,-0.029553268,0.05723592,0.040342923,-0.08714528,0.1574123,-0.033940233,0.12187822,0.05327861,-0.028355265,-0.11488239,0.096980065,0.0737828,-0.08544649,-0.17256281,0.0007665083,-0.15469322,0.022361133,-0.13360175,-0.07280643,0.31417778,-0.04655798,0.016284011,0.23788661,0.05570364,0.00051316246,-0.20761436,0.067317694,0.105158806,0.16095823,-0.06410079,0.09519671,0.13253774,-0.12723975,0.005058689,0.0322406,-0.15783606,-0.011120284,-0.0012205541,-0.04591568,0.09794192,-0.13225283,0.215765,-0.11336942,0.23215732,0.094865486,0.015795428,-0.018372558,-0.05020017,0.041110482,0.026201814,0.1512965,-0.028642073,0.07556018,0.25978386,-0.0020156577,0.051702913,0.17388368,-0.26134115,-0.18542299,-0.066710874,-0.01044789,-0.28925127,0.19743243,0.16062275,0.06314738,-0.120195284,-0.039140157,-0.20399398,0.09826819,0.055212244,0.13438737,0.15502328,0.17684682,-0.17999148,0.03933639,0.13072021,-0.0041946247,0.115972586,0.14799058,-0.007965498,-0.15288939,0.2079429,-0.15959665,-0.117579505,0.013981275,0.21762916,0.15635592,-0.05000042,-0.21109587,0.14685462,-0.0037016328,0.064280525,0.0015677214,0.029013783,-0.04421038,-0.078374356,-0.042632673,-0.038994506,0.19407311,0.047898516
LUNG1-336,0.0026817434,-0.12627769,0.036717046,0.052491058,0.13648689,-0.15629244,-0.0254912,-0.112849064,0.03391147,0.069481686,0.11351987,0.058851063,-0.24940464,-0.028043486,-0.16808555,0.045707703,-0.016531369,0.012114363,0.045394115,-0.018551357,-0.072377786,0.078931384,0.16903803,0.015838694,0.08673324,0.09434551,-0.021234497,-0.10506774,-0.026290998,0.10943152,0.09019516,-0.15103747,0.0886333,0.10024764,0.03967145,0.012392383,-0.065245025,0.0068438686,-0.00031778403,0.04667587,-0.08580512,-0.053557273,0.044765428,0.06634147,0.000879677,-0.14673541,0.035349898,0.17173165,-0.015392832,0.038180914,0.17039657,0.01363527,0.16948727,-0.06877256,-0.07667394,0.03867244,0.1620206,0.07602345,-0.032151192,0.08998355,-0.035175413,-0.0048366524,-0.069002,-0.11084141,0.047633942,0.025869183,0.082785666,0.09290026,-0.075610735,0.117460184,-0.16531867,0.17637369,0.08903727,0.12832329,0.096444346,-0.0136700645,0.11862808,0.04661147,0.12172496,-0.046102032,0.1008918,0.16892818,-0.0063494444,0.081233,0.029872147,-0.16520691,-0.03941522,-0.12593028,0.0754427,-0.413883,0.16168816,0.068880074,0.113325596,0.0017609298,0.09775623,-0.13956723,0.02361717,0.036785185,0.12898064,0.12314154,0.06639353,-0.14490312,-0.077128835,0.09500848,0.14004494,-0.09929261,0.18823412,-0.0017013773,-0.13079259,0.19468084,-0.012996107,-0.039098307,0.08426348,0.06599674,0.12128826,-0.06531122,-0.07511382,0.14108074,-0.050378397,0.1631786,-0.031350218,0.043204784,-0.060115706,-0.12073186,-0.08302279,0.012414981,0.21694526,0.0072686523
LUNG1-337,0.008568488,-0.08695938,-0.03454518,0.029736456,0.16576199,-0.13814038,0.019659389,-0.19658835,0.06366525,0.24619514,0.16977441,0.031203419,-0.34291127,-0.07096165,-0.008868583,-0.06725077,-0.12607798,-0.100899674,0.076631576,0.015442893,-0.012633458,0.23484936,0.22854486,0.12446328,0.114168964,0.16167247,0.044650782,-0.08614319,-0.049189083,0.14593522,0.0457214,-0.13804995,0.07685411,0.035994917,-0.022367308,-0.07854929,0.0912282,0.014663987,-0.09844288,0.10253547,-0.21734156,-0.09823796,0.06592412,-0.010242168,-0.008803615,-0.23361233,0.0016193064,0.24554852,-0.07117137,0.18655765,0.08397472,-0.033977993,0.090154245,-0.20792158,-0.0042370334,0.1141597,0.07707664,0.04112514,0.0591089,0.062498644,-0.055264276,-0.067834124,-0.06477128,-0.087082945,0.09706639,-0.009851031,-0.0056253336,0.11452814,-0.05773846,0.19632569,-0.19940388,0.1731869,0.063900456,0.104952194,0.05540221,-0.12990122,0.051928513,-0.043007005,0.11896653,-0.058296975,-0.0025761612,0.16242218,0.05606775,0.1415307,0.15926704,-0.28993034,-0.0005868226,-0.013614682,0.08098112,-0.2779354,0.1660726,0.069545604,0.13446307,-0.07434269,0.012083815,-0.08944162,-0.08578383,-0.038977906,0.1541705,0.11524528,0.07326461,-0.11037643,-0.08535051,0.16555834,0.25868943,-0.1655505,0.14122099,-0.038932562,-0.20180039,0.13305382,-0.07375789,-0.081787735,0.11017857,0.21029735,0.014246221,-0.17874683,-0.121085316,0.007951781,-0.039898932,0.08852775,0.03061917,0.13945918,-0.16294624,-0.036125768,-0.0807551,-0.016681798,0.16184019,0.024824612
